State,State FIPS Code,District ID,Year,District Name,District Population,Student Population,Student Poverty Population
TN,47,4290,2016,Union County School District,19140,3210,935
TN,47,4320,2016,Van Buren County School District,5689,803,247
TN,47,4350,2016,Warren County School District,40516,7196,1859
TN,47,4380,2016,Washington County School District,65494,9980,1575
TN,47,4440,2016,Wayne County School District,16713,2230,555
TN,47,4470,2016,Weakley County School District,33507,4822,1205
TN,47,4490,2016,West Carroll Special District,7101,1119,251
TN,47,4500,2016,White County School District,26653,4300,1033
TN,47,4530,2016,Williamson County School District,219107,42516,1573
TN,47,4550,2016,Wilson County School District,132781,19769,1687
TX,48,7380,2016,Abbott Independent School District,1085,203,30
TX,48,7410,2016,Abernathy Independent School District,3402,749,175
TX,48,7440,2016,Abilene Independent School District,106126,17516,4041
TX,48,7470,2016,Academy Independent School District,5511,1143,116
TX,48,7500,2016,Adrian Independent School District,279,35,4
TX,48,7530,2016,Agua Dulce Independent School District,1609,340,76
TX,48,7590,2016,Alamo Heights Independent School District,32525,5574,525
TX,48,7650,2016,Alba-Golden Independent School District,5679,925,189
TX,48,7680,2016,Albany Independent School District,2541,489,85
TX,48,7710,2016,Aldine Independent School District,296292,66271,22388
TX,48,7780,2016,Aledo Independent School District,22682,5243,377
TX,48,7800,2016,Alice Independent School District,25842,5149,1754
TX,48,7830,2016,Alief Independent School District,287757,54698,17289
TX,48,7890,2016,Allen Independent School District,98286,22405,1059
TX,48,7950,2016,Alpine Independent School District,7671,1061,206
TX,48,7980,2016,Alto Independent School District,3696,682,205
TX,48,11,2016,Alvarado Independent School District,19044,3565,579
TX,48,8090,2016,Alvin Independent School District,98065,18921,2607
TX,48,8100,2016,Alvord Independent School District,3961,743,96
TX,48,8130,2016,Amarillo Independent School District,175974,32976,7031
TX,48,8160,2016,Amherst Independent School District,917,190,53
TX,48,8190,2016,Anahuac Independent School District,7707,1382,270
TX,48,8230,2016,Anderson-Shiro Consolidated Independent School District,3497,590,73
TX,48,8280,2016,Andrews Independent School District,17760,3878,569
TX,48,8310,2016,Angleton Independent School District,44066,7206,1014
TX,48,8340,2016,Anna Independent School District,13438,2824,261
TX,48,8400,2016,Anson Independent School District,3605,641,150
TX,48,8430,2016,Anthony Independent School District,5417,721,198
TX,48,8460,2016,Anton Independent School District,1481,293,84
TX,48,8490,2016,Apple Springs Independent School District,1195,197,68
TX,48,8520,2016,Aquilla Independent School District,1309,199,36
TX,48,8550,2016,Aransas County Independent School District,23305,3044,838
TX,48,8580,2016,Aransas Pass Independent School District,11689,1934,627
TX,48,8610,2016,Archer City Independent School District,2901,475,94
TX,48,8670,2016,Argyle Independent School District,9435,2276,104
TX,48,8700,2016,Arlington Independent School District,379821,70756,15923
TX,48,8730,2016,Arp Independent School District,5762,951,201
TX,48,6,2016,Aspermont Independent School District,1379,228,48
TX,48,8870,2016,Athens Independent School District,22466,3662,914
TX,48,8880,2016,Atlanta Independent School District,10494,1800,489
TX,48,8910,2016,Aubrey Independent School District,10685,2197,164
TX,48,8940,2016,Austin Independent School District,745120,102363,17478
TX,48,9000,2016,Austwell-Tivoli Independent School District,843,129,67
TX,48,9030,2016,Avalon Independent School District,913,158,16
TX,48,9060,2016,Avery Independent School District,1530,249,57
TX,48,9090,2016,Avinger Independent School District,1187,150,21
TX,48,9150,2016,Axtell Independent School District,3292,645,197
TX,48,9200,2016,Azle Independent School District,40507,7031,1162
TX,48,9280,2016,Baird Independent School District,2470,360,105
TX,48,9300,2016,Ballinger Independent School District,5440,963,255
TX,48,9330,2016,Balmorhea Independent School District,752,144,20
TX,48,9360,2016,Bandera Independent School District,18404,2289,481
TX,48,9390,2016,Bangs Independent School District,6188,1015,154
TX,48,9410,2016,Banquete Independent School District,4224,847,173
TX,48,9450,2016,Barbers Hill Independent School District,16386,3703,331
TX,48,9540,2016,Bartlett Independent School District,4301,495,87
TX,48,9570,2016,Bastrop Independent School District,52029,10017,1721
TX,48,9630,2016,Bay City Independent School District,20470,3771,1099
TX,48,9670,2016,Beaumont Independent School District,133303,21270,6628
TX,48,9690,2016,Beckville Independent School District,2611,517,86
TX,48,9720,2016,Beeville Independent School District,27485,4080,1304
TX,48,9750,2016,Bellevue Independent School District,788,140,21
TX,48,9780,2016,Bells Independent School District,3956,765,85
TX,48,9810,2016,Bellville Independent School District,13186,2208,507
TX,48,9860,2016,Belton Independent School District,49540,9690,1307
TX,48,9870,2016,Ben Bolt-Palito Blanco Independent School District,2591,619,104
TX,48,99130,2016,Benavides Independent School District,2148,372,124
TX,48,9980,2016,Benjamin Independent School District,352,62,19
TX,48,10140,2016,Big Sandy Independent School District,4495,800,214
TX,48,10170,2016,Big Sandy Independent School District,2450,484,118
TX,48,10200,2016,Big Spring Independent School District,30420,4583,1073
TX,48,10230,2016,Birdville Independent School District,146010,25752,4528
TX,48,10260,2016,Bishop Consolidated Independent School District,5698,1117,195
TX,48,5,2016,Blackwell Consolidated Independent School District,1022,168,31
TX,48,10320,2016,Blanco Independent School District,7402,1071,181
TX,48,10350,2016,Bland Independent School District,3444,733,139
TX,48,10380,2016,Blanket Independent School District,1252,234,40
TX,48,10440,2016,Bloomburg Independent School District,1370,230,44
TX,48,10470,2016,Blooming Grove Independent School District,4380,828,165
TX,48,10500,2016,Bloomington Independent School District,4371,926,292
TX,48,10590,2016,Blue Ridge Independent School District,3875,690,89
TX,48,10620,2016,Bluff Dale Independent School District,933,99,19
TX,48,10650,2016,Blum Independent School District,1786,331,44
TX,48,10710,2016,Boerne Independent School District,43171,8128,664
TX,48,10740,2016,Boles Independent School District,741,204,48
TX,48,10780,2016,Boling Independent School District,4259,800,141
TX,48,10800,2016,Bonham Independent School District,14397,2223,460
TX,48,10830,2016,Booker Independent School District,1812,403,38
TX,48,10860,2016,Borden County Independent School District,655,108,17
TX,48,10890,2016,Borger Independent School District,14095,2760,520
TX,48,10910,2016,Bosqueville Independent School District,2304,435,51
TX,48,10950,2016,Bovina Independent School District,2174,481,109
TX,48,10990,2016,Bowie Independent School District,10301,1726,359
TX,48,11010,2016,Boyd Independent School District,6270,1043,156
TX,48,11040,2016,Boys Ranch Independent School District,285,111,11
TX,48,11070,2016,Brackett Independent School District,3590,510,127
TX,48,11110,2016,Brady Independent School District,7106,1235,332
TX,48,44470,2016,Brazos Independent School District,5076,906,134
TX,48,11190,2016,Brazosport Independent School District,69869,14086,2365
TX,48,11220,2016,Breckenridge Independent School District,9788,1558,423
TX,48,11250,2016,Bremond Independent School District,2259,382,118
TX,48,11280,2016,Brenham Independent School District,31873,4960,988
TX,48,11310,2016,Bridge City Independent School District,13410,2380,310
TX,48,11340,2016,Bridgeport Independent School District,13159,2383,532
TX,48,11430,2016,Broaddus Independent School District,2749,396,136
TX,48,11460,2016,Brock Independent School District,4670,906,55
TX,48,11490,2016,Bronte Independent School District,1543,294,59
TX,48,11520,2016,Brookeland Independent School District,2327,367,85
TX,48,11550,2016,Brookesmith Independent School District,925,127,19
TX,48,11580,2016,Brooks County Independent School District,7214,1412,684
TX,48,11610,2016,Brownfield Independent School District,11140,2157,595
TX,48,11640,2016,Brownsboro Independent School District,16120,2717,695
TX,48,11680,2016,Brownsville Independent School District,197160,46381,18449
TX,48,11700,2016,Brownwood Independent School District,21800,3788,941
TX,48,11730,2016,Bruceville-Eddy Independent School District,4249,796,122
TX,48,11790,2016,Bryan Independent School District,104453,18652,4589
TX,48,11820,2016,Bryson Independent School District,1208,234,77
TX,48,11850,2016,Buckholts Independent School District,861,158,71
TX,48,11910,2016,Buena Vista Independent School District,416,68,41
TX,48,11990,2016,Buffalo Independent School District,5203,938,246
TX,48,12060,2016,Bullard Independent School District,11708,2167,348
TX,48,12090,2016,Buna Independent School District,7873,1471,281
TX,48,12120,2016,Burkburnett Independent School District,22248,3366,601
TX,48,12150,2016,Burkeville Independent School District,2315,314,69
TX,48,12180,2016,Burleson Independent School District,56912,11335,1200
TX,48,12220,2016,Burnet Consolidated Independent School District,23791,3585,617
TX,48,12240,2016,Burton Independent School District,3110,449,71
TX,48,35570,2016,Bushland Independent School District,5371,1132,109
TX,48,12360,2016,Bynum Independent School District,1028,208,40
TX,48,12390,2016,Caddo Mills Independent School District,6937,1486,207
TX,48,12420,2016,Calallen Independent School District,21546,4173,597
TX,48,12460,2016,Caldwell Independent School District,10532,1842,431
TX,48,12480,2016,Calhoun County Independent School District,21965,4028,924
TX,48,12510,2016,Callisburg Independent School District,7041,1046,123
TX,48,12540,2016,Calvert Independent School District,1637,276,103
TX,48,12640,2016,Cameron Independent School District,8556,1534,430
TX,48,12660,2016,Campbell Independent School District,2379,394,77
TX,48,12700,2016,Canadian Independent School District,3951,974,138
TX,48,12750,2016,Canton Independent School District,11738,1922,255
TX,48,12780,2016,Canutillo Independent School District,28459,6079,1655
TX,48,12810,2016,Canyon Independent School District,56224,10312,820
TX,48,12870,2016,Carlisle Independent School District,2446,559,105
TX,48,12990,2016,Carrizo Springs Consolidated Independent School District,10794,2272,866
TX,48,13020,2016,Carroll Independent School District,31068,8745,366
TX,48,13050,2016,Carrollton-Farmers Branch Independent School District,189955,29711,4459
TX,48,13110,2016,Carthage Independent School District,16350,2856,523
TX,48,13170,2016,Castleberry Independent School District,21660,4237,1126
TX,48,13200,2016,Cayuga Independent School District,9917,547,103
TX,48,13230,2016,Cedar Hill Independent School District,49321,10995,1741
TX,48,13260,2016,Celeste Independent School District,2539,513,104
TX,48,13290,2016,Celina Independent School District,10609,2411,190
TX,48,13320,2016,Center Independent School District,11759,2348,663
TX,48,13350,2016,Center Point Independent School District,4168,757,159
TX,48,13380,2016,Centerville Independent School District,710,116,26
TX,48,13410,2016,Centerville Independent School District,4408,688,156
TX,48,13440,2016,Central Heights Independent School District,3307,726,206
TX,48,13500,2016,Central Independent School District,8434,1597,319
TX,48,13590,2016,Channelview Independent School District,40984,9785,1944
TX,48,13620,2016,Channing Independent School District,791,214,43
TX,48,13650,2016,Chapel Hill Independent School District,22741,3817,832
TX,48,13680,2016,Chapel Hill Independent School District,3142,705,153
TX,48,13710,2016,Charlotte Independent School District,2589,576,166
TX,48,13740,2016,Cherokee Independent School District,578,99,22
TX,48,13770,2016,Chester Independent School District,1296,216,52
TX,48,13800,2016,Chico Independent School District,3871,663,139
TX,48,13860,2016,Childress Independent School District,7021,1088,263
TX,48,13890,2016,Chillicothe Independent School District,1120,201,66
TX,48,13920,2016,Chilton Independent School District,2069,411,123
TX,48,13960,2016,China Spring Independent School District,11541,2436,200
TX,48,13980,2016,Chireno Independent School District,1659,324,110
TX,48,12,2016,Chisum Independent School District,3706,705,246
TX,48,14010,2016,Christoval Independent School District,2470,449,52
TX,48,14070,2016,Cisco Independent School District,5121,806,207
TX,48,14130,2016,City View Independent School District,4781,802,177
TX,48,14160,2016,Clarendon Independent School District,2960,451,140
TX,48,14190,2016,Clarksville Independent School District,6002,820,254
TX,48,14250,2016,Claude Independent School District,1806,311,46
TX,48,14280,2016,Clear Creek Independent School District,236713,44096,4173
TX,48,14310,2016,Cleburne Independent School District,40602,7534,1406
TX,48,14370,2016,Cleveland Independent School District,21340,4231,1294
TX,48,14400,2016,Clifton Independent School District,6639,1039,241
TX,48,14430,2016,Clint Independent School District,43554,10768,3841
TX,48,14450,2016,Clyde Consolidated Independent School District,12663,1459,298
TX,48,14490,2016,Coahoma Independent School District,3683,619,127
TX,48,14520,2016,Coldspring-Oakhurst Consolidated Independent School District,14008,1853,307
TX,48,14550,2016,Coleman Independent School District,5627,931,240
TX,48,7350,2016,College Station Independent School District,114453,12487,1723
TX,48,14580,2016,Collinsville Independent School District,3057,572,67
TX,48,14600,2016,Colmesneil Independent School District,2396,401,68
TX,48,14640,2016,Colorado Independent School District,6956,931,217
TX,48,14670,2016,Columbia-Brazoria Independent School District,21245,3870,508
TX,48,14700,2016,Columbus Independent School District,10281,1659,326
TX,48,14730,2016,Comal Independent School District,120687,21165,2094
TX,48,14760,2016,Comanche Independent School District,7076,1172,298
TX,48,14790,2016,Comfort Independent School District,9332,1505,302
TX,48,14820,2016,Commerce Independent School District,11698,1721,491
TX,48,14850,2016,Community Independent School District,10809,2145,243
TX,48,14880,2016,Como-Pickton Consolidated Independent School District,3920,821,151
TX,48,14920,2016,Comstock Independent School District,603,78,20
TX,48,14970,2016,Connally Independent School District,15724,2943,776
TX,48,15000,2016,Conroe Independent School District,315516,62420,6769
TX,48,15120,2016,Coolidge Independent School District,1427,284,106
TX,48,15150,2016,Cooper Independent School District,4719,788,203
TX,48,15210,2016,Coppell Independent School District,48447,11741,651
TX,48,15240,2016,Copperas Cove Independent School District,35585,6158,1141
TX,48,15270,2016,Corpus Christi Independent School District,249878,44196,9562
TX,48,15300,2016,Corrigan-Camden Independent School District,5271,1005,385
TX,48,15330,2016,Corsicana Independent School District,29534,5619,1408
TX,48,15360,2016,Cotton Center Independent School District,367,76,27
TX,48,15400,2016,Cotulla Independent School District,7507,1090,368
TX,48,15420,2016,Coupland Independent School District,1150,208,20
TX,48,15480,2016,Covington Independent School District,1446,240,36
TX,48,15510,2016,Crandall Independent School District,13716,3017,357
